location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,new_deceased_male,new_deceased_female,cumulative_deceased_male,cumulative_deceased_female,new_hospitalized_patients_male,new_hospitalized_patients_female,cumulative_hospitalized_patients_male,cumulative_hospitalized_patients_female,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
IN,2020-06-19,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,15413,306,189869,410461,13254,6616496,,,,,,,25,65,170,135,91,68,44,16,1,1,1900,3727,9403,8738,6285,4312,2330,861,250,31,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,416,199,27166,13377,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-57,1,-50,-38,-34,15,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,27.849206,23.722222,30.428571,8.019143,24.015873,80.252943
IN,2020-06-20,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,14821,445,190730,425282,13699,6807226,,,,,,,40,64,157,147,121,73,45,11,3,2,1940,3791,9560,8885,6406,4385,2375,872,253,33,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,444,226,27610,13603,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-59,-4,-53,-38,-25,13,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,26.126984,23.444444,28.357143,21.674667,24.404762,90.454343
IN,2020-06-21,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,14933,312,143267,440215,14011,6950493,,,,,,,40,62,132,138,75,97,56,20,6,,1980,3853,9692,9023,6481,4482,2431,892,259,33,0,0,0,0,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,419,210,28029,13813,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-68,-25,-58,-47,-18,15,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,26.150794,22.992063,28.277778,28.998333,24.769841,92.192579
IN,2020-06-22,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,15968,465,187223,456183,14476,7137716,,,,,,,31,39,133,108,65,67,32,11,3,4,2011,3892,9825,9131,6546,4549,2463,903,262,37,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,358,136,28387,13949,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-55,4,-49,-37,-34,15,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,26.301587,24.079365,28.269841,14.562667,24.880952,91.998806
IN,2020-06-23,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,16922,418,215195,473105,14894,7352911,,,,,,,30,46,134,127,73,43,32,8,5,1,2041,3938,9959,9258,6619,4592,2495,911,267,38,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,336,164,28723,14113,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-56,3,-48,-36,-36,15,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,26.515873,23.65873,28.436508,13.165667,24.357143,88.080067
IN,2020-06-24,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,17296,407,207871,490401,15301,7560782,,,,,,,28,73,153,151,96,74,41,20,4,1,2069,4011,10112,9409,6715,4666,2536,931,271,39,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,443,198,29166,14311,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-56,2,-50,-36,-33,14,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,29.253968,24.325397,32.698413,0.762,25.079365,78.53398
IN,2020-06-25,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,18552,384,215446,508953,15685,7776228,,,,,,,39,54,193,149,113,71,40,11,6,,2108,4065,10305,9558,6828,4737,2576,942,277,39,0,0,0,0,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,478,205,29644,14516,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-58,-2,-49,-38,-34,15,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,30.357143,25.738095,34.420635,0.616857,25.47619,75.494695
IN,2020-06-26,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,19906,410,220479,528859,16095,7996707,,,,,,,32,52,174,128,106,86,53,21,2,,2140,4117,10479,9686,6934,4823,2629,963,279,39,0,0,0,0,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,481,184,30125,14700,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-58,1,-49,-38,-33,15,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,28.174603,25.142857,31.730159,12.192,25.039683,83.489477
IN,2020-06-27,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,19459,380,231095,548318,16475,8227802,,,,,,,36,85,274,283,220,179,103,43,11,3,2176,4202,10753,9969,7154,5002,2732,1006,290,42,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,851,393,30976,15093,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-60,-5,-53,-39,-29,14,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,29.238095,23.825397,33.142857,17.126857,25.349206,79.765898
IN,2020-06-28,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,18522,418,170560,566840,16893,8398362,,,,,,,55,106,316,366,266,237,124,53,11,1,2231,4308,11069,10335,7420,5239,2856,1059,301,43,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1067,468,32043,15561,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-65,-17,-57,-42,-16,12,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,28.539683,24.507937,33.031746,2.159,24.944444,80.989912
IN,2020-06-29,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,18653,507,210292,585493,17400,8608654,,,,,,,45,57,231,262,252,211,122,45,11,4,2276,4365,11300,10597,7672,5450,2978,1104,312,47,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,870,374,32913,15935,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-57,-1,-49,-39,-33,15,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,27.912698,23.412698,31.468254,11.43,24.515873,81.955178
IN,2020-06-30,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,19148,434,217931,604641,17834,8826585,,,,,,,62,104,326,304,215,204,110,31,12,,2338,4469,11626,10901,7887,5654,3088,1135,324,47,0,0,0,0,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,898,472,33811,16407,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-55,0,-48,-38,-35,14,3,3,2,4,2,2,2,4,1,2,0,0,2,2,1,0,0,4,0,87.5,28.603175,24.285714,32.166667,0.508,24.833333,80.301997
IN,2020-07-01,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,20903,379,229588,625544,18213,9056173,,,,,,,48,102,338,331,304,209,111,45,17,1,2386,4571,11964,11232,8191,5863,3199,1180,341,48,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,984,524,34795,16931,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-56,0,-49,-38,-33,14,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,29.507937,24.68254,33.246032,6.023429,25.095238,77.387105
IN,2020-07-02,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,22771,442,241576,648315,18655,9297749,,,,,,,72,155,429,464,355,284,152,73,18,4,2458,4726,12393,11696,8546,6147,3351,1253,359,52,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1340,695,36135,17626,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-56,-2,-48,-39,-34,15,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,30.269841,25.706349,34.650794,0.072571,25.666667,76.74809
IN,2020-07-03,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,24850,613,242383,673165,19268,9540132,,,,,,,57,100,360,387,353,231,164,56,14,4,2515,4826,12753,12083,8899,6378,3515,1309,373,56,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1143,596,37278,18222,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-57,0,-49,-39,-33,16,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,30.230159,25.904762,33.833333,8.7884,25.904762,77.933007
IN,2020-07-04,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,24248,425,248934,697413,19693,9789066,,,,,,,64,94,418,406,329,308,176,72,26,4,2579,4920,13171,12489,9228,6686,3691,1381,399,60,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1238,659,38516,18881,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-59,-5,-53,-40,-26,14,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,29.960317,25.547619,34.031746,3.937,25.587302,77.710002
IN,2020-07-05,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,22252,467,180596,719665,20160,9969662,,,,,,,54,97,420,443,387,308,181,61,17,4,2633,5017,13591,12932,9615,6994,3872,1442,416,64,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1272,699,39788,19580,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-68,-23,-57,-48,-20,14,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,28.269841,24.619048,31.603175,12.7508,25.420635,84.650415
IN,2020-07-06,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,22752,482,241430,742417,20642,10211092,,,,,,,60,123,345,408,380,312,167,85,18,4,2693,5140,13936,13340,9995,7306,4039,1527,434,68,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1225,679,41013,20259,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-56,-1,-49,-40,-33,15,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,27.452381,24.722222,30.34127,12.300857,25.246032,87.825492
IN,2020-07-07,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,24879,487,262679,767296,21129,10473771,,,,,,,48,82,268,327,325,264,123,70,21,1,2741,5222,14204,13667,10320,7570,4162,1597,455,69,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,962,562,41975,20821,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-56,-2,-48,-39,-35,15,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,27.944444,24.587302,30.84127,13.208,25.230159,85.43898
IN,2020-07-08,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,26506,475,267061,793802,21604,10740832,,,,,,,66,115,406,452,465,334,205,85,17,3,2807,5337,14610,14119,10785,7904,4367,1682,472,72,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1389,761,43364,21582,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-56,-3,-50,-39,-32,15,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,29.492063,25.68254,32.920635,1.596571,25.47619,79.346351
IN,2020-07-09,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,27114,519,283659,820916,22123,11024491,,,,,,,72,116,456,531,419,370,203,81,22,,2879,5453,15066,14650,11204,8274,4570,1763,494,72,0,0,0,0,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1436,834,44800,22416,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-57,-4,-49,-40,-33,15,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,28.468254,25.579365,31.904762,9.652,25.5,84.136784
IN,2020-07-10,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,28637,551,282511,849553,22674,11307002,,,,,,,69,107,550,537,460,335,227,83,30,4,2948,5560,15616,15187,11664,8609,4797,1846,524,76,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1559,843,46359,23259,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-57,-1,-50,-39,-33,16,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,27.547619,24.5,30.904762,10.414,25.246032,87.43233
IN,2020-07-11,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,28701,500,280151,878254,23174,11587153,,,,,,,75,152,608,691,543,387,282,124,35,1,3023,5712,16224,15878,12207,8996,5079,1970,559,77,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,5,17,9,3,0,0,0,0,0,0,0,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1884,1014,48243,24273,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-61,-12,-54,-43,-32,16,3,3,2,4,2,2,2,4,0,2,0,0,2,2,1,0,0,4,0,87.5,27.849206,24.531746,31.47619,9.434286,24.825397,83.863849
